,status,charter,ed_type,level_,grades,pb_prv_bie,school,district,county,street,city,state,zip,stacked,stack_cnt,source
144,Active,No,Traditional,Elementary,K-6,Public,Bandini Street Elementary,Los Angeles Unified,Los Angeles,425 North Bandini Street,San Pedro,CA,90731-1804,No,1,Los Angeles CO Land Type 2011
145,Active,No,Traditional,Elementary,K-5,Public,Eshelman Avenue Elementary,Los Angeles Unified,Los Angeles,25902 Eshelman Avenue,Lomita,CA,90717-3223,No,1,Los Angeles CO Land Type 2011
146,Active,No,Traditional,Elementary,K-5,Public,Walnut Park Elementary,Los Angeles Unified,Los Angeles,2642 Olive Street,Huntington Park,CA,90255-6324,No,1,Los Angeles CO Land Type 2011
147,Active,No,Traditional,Elementary,K-5,Public,Fifteenth Street Elementary,Los Angeles Unified,Los Angeles,1527 South Mesa Street,San Pedro,CA,90731-4834,No,1,Los Angeles CO Land Type 2011
148,Active,No,Traditional,Elementary,K-5,Public,Fairburn Avenue Elementary,Los Angeles Unified,Los Angeles,1403 Fairburn Avenue,Los Angeles,CA,90024-6014,No,1,Los Angeles CO Land Type 2011
149,Active,No,Traditional,Elementary,K-5,Public,Cimarron Avenue Elementary,Los Angeles Unified,Los Angeles,11559 Cimarron Avenue,Hawthorne,CA,90250,No,1,Los Angeles CO Land Type 2011
150,Active,No,Traditional,Elementary,K-5,Public,One Hundred Seventh Street Elementary,Los Angeles Unified,Los Angeles,147 East 107th Street,Los Angeles,CA,90003-4732,No,1,Los Angeles CO Land Type 2011
151,Active,No,Traditional,Elementary,K-5,Public,Cabrillo Avenue Elementary,Los Angeles Unified,Los Angeles,732 South Cabrillo Avenue,San Pedro,CA,90731-3025,No,1,Los Angeles CO Land Type 2011
152,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Alexander Fleming Middle,Los Angeles Unified,Los Angeles,25425 Walnut Street,Lomita,CA,90717-2610,No,1,Los Angeles CO Land Type 2011
153,Active,No,Traditional,Elementary,K-5,Public,Denker Avenue Elementary,Los Angeles Unified,Los Angeles,1620 West 162nd Street,Gardena,CA,90247-3734,No,1,Los Angeles CO Land Type 2011
154,Active,No,Traditional,Elementary,K-6,Public,Florence Avenue Elementary,Los Angeles Unified,Los Angeles,7211 Bell Avenue,Los Angeles,CA,90001-2716,No,1,Los Angeles CO Land Type 2011
155,Active,No,Traditional,Elementary,K-5,Public,La Salle Avenue Elementary,Los Angeles Unified,Los Angeles,8715 La Salle Avenue,Los Angeles,CA,90047-3320,No,1,Los Angeles CO Land Type 2011
156,Active,No,Traditional,Intermediate/Middle/Junior High,6-9,Public,Hollenbeck Middle,Los Angeles Unified,Los Angeles,2510 East Sixth Street,Los Angeles,CA,90023-1420,No,1,Los Angeles CO Land Type 2011
157,Active,No,Traditional,Elementary,K-5,Public,Towne Avenue Elementary,Los Angeles Unified,Los Angeles,18924 Towne Avenue,Carson,CA,90746-2165,No,1,Los Angeles CO Land Type 2011
158,Active,No,Traditional,Elementary,K-5,Public,Brockton Avenue Elementary,Los Angeles Unified,Los Angeles,1309 Armacost Avenue,Los Angeles,CA,90025-1459,No,1,Los Angeles CO Land Type 2011
159,Active,No,Traditional,Elementary,K-6,Public,Sixty-Eighth Street Elementary,Los Angeles Unified,Los Angeles,612 West 68th Street,Los Angeles,CA,90044-6204,No,1,Los Angeles CO Land Type 2011
160,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Samuel Gompers Middle,Los Angeles Unified,Los Angeles,234 East 112th Street,Los Angeles,CA,90061-2542,No,1,Los Angeles CO Land Type 2011
161,Active,No,Traditional,Elementary,K-5,Public,Liberty Boulevard Elementary,Los Angeles Unified,Los Angeles,2728 Liberty Boulevard,South Gate,CA,90280-2055,No,1,Los Angeles CO Land Type 2011
162,Active,No,Traditional,Elementary,K-6,Public,One Hundred Fifty-Sixth Street Elementary,Los Angeles Unified,Los Angeles,2100 West 156th Street,Gardena,CA,90249-4703,No,1,Los Angeles CO Land Type 2011
163,Active,No,Traditional,Elementary,K-6,Public,Leland Street Elementary,Los Angeles Unified,Los Angeles,2120 South Leland Street,San Pedro,CA,90731-5224,No,1,Los Angeles CO Land Type 2011
164,Active,No,Traditional,Elementary,K-5,Public,Meyler Street Elementary,Los Angeles Unified,Los Angeles,1123 West 223rd Street,Torrance,CA,90502-2250,No,1,Los Angeles CO Land Type 2011
165,Active,No,Traditional,Elementary,K-6,Public,Miramonte Elementary,Los Angeles Unified,Los Angeles,1400 East 68th Street,Los Angeles,CA,90001-1916,No,1,Los Angeles CO Land Type 2011
166,Active,No,Traditional,Elementary,K-5,Public,Shenandoah Street Elementary,Los Angeles Unified,Los Angeles,2450 Shenandoah Street,Los Angeles,CA,90034-2026,No,1,Los Angeles CO Land Type 2011
167,Active,No,Traditional,Elementary,K-5,Public,Chapman Elementary,Los Angeles Unified,Los Angeles,1947 Marine Avenue,Gardena,CA,90249-3803,No,1,Los Angeles CO Land Type 2011
168,Active,No,Traditional,Elementary,K-5,Public,Sixth Avenue Elementary,Los Angeles Unified,Los Angeles,3109 Sixth Avenue,Los Angeles,CA,90018-2920,No,1,Los Angeles CO Land Type 2011
169,Active,No,Traditional,Elementary,K-5,Public,Dolores Street Elementary,Los Angeles Unified,Los Angeles,22526 Dolores Street,Carson,CA,90745-3810,No,1,Los Angeles CO Land Type 2011
170,Active,No,Traditional,Elementary,K-5,Public,Grape Street Elementary,Los Angeles Unified,Los Angeles,1940 East 111th Street,Los Angeles,CA,90059-2002,No,1,Los Angeles CO Land Type 2011
171,Active,No,Traditional,Elementary,K-6,Public,Short Avenue Elementary,Los Angeles Unified,Los Angeles,12814 Maxella Avenue,Los Angeles,CA,90066-6107,No,1,Los Angeles CO Land Type 2011
172,Active,No,Traditional,Elementary,K-5,Public,Dominguez Elementary,Los Angeles Unified,Los Angeles,21250 Santa Fe Avenue,Carson,CA,90810-1446,No,1,Los Angeles CO Land Type 2011
173,Active,No,Traditional,Elementary,K-6,Public,Sixty-First Street Elementary,Los Angeles Unified,Los Angeles,6020 South Figueroa Street,Los Angeles,CA,90003-1020,No,1,Los Angeles CO Land Type 2011
174,Active,No,Traditional,Elementary,K-6,Public,Parmelee Avenue Elementary,Los Angeles Unified,Los Angeles,1338 East 76th Place,Los Angeles,CA,90001-3006,No,1,Los Angeles CO Land Type 2011
175,Active,No,Traditional,Elementary,K-5,Public,Park Western Place Elementary,Los Angeles Unified,Los Angeles,1214 Park Western Place,San Pedro,CA,90732-2220,No,1,Los Angeles CO Land Type 2011
176,Active,No,Traditional,Elementary,K-5,Public,Harbor City Elementary,Los Angeles Unified,Los Angeles,1508 West 254th Street,Harbor City,CA,90710-2717,No,1,Los Angeles CO Land Type 2011
177,Active,No,Traditional,Elementary,K-6,Public,Barton Hill Elementary,Los Angeles Unified,Los Angeles,423 North Pacific Avenue,San Pedro,CA,90731-2019,No,1,Los Angeles CO Land Type 2011
178,Active,No,Traditional,Elementary,1-6,Public,Middleton Street Elementary,Los Angeles Unified,Los Angeles,6537 Malabar Street,Huntington Park,CA,90255-4025,No,1,Los Angeles CO Land Type 2011
179,Active,No,Traditional,Elementary,K-5,Public,Loyola Village Elementary,Los Angeles Unified,Los Angeles,8821 Villanova Avenue,Los Angeles,CA,90045-3496,No,1,Los Angeles CO Land Type 2011
180,Active,No,Traditional,Elementary,K-5,Public,Point Fermin Elementary,Los Angeles Unified,Los Angeles,3333 Kerckhoff Avenue,San Pedro,CA,90731-6712,No,1,Los Angeles CO Land Type 2011
181,Active,No,Traditional,Elementary,K-5,Public,Kentwood Elementary,Los Angeles Unified,Los Angeles,8401 Emerson Avenue,Los Angeles,CA,90045-2890,No,1,Los Angeles CO Land Type 2011
182,Active,No,Traditional,Elementary,K-5,Public,Overland Avenue Elementary,Los Angeles Unified,Los Angeles,10650 Ashby Avenue,Los Angeles,CA,90064-3209,No,1,Los Angeles CO Land Type 2011
183,Active,No,Traditional,Elementary,K-6,Public,Ninety-Ninth Street Elementary,Los Angeles Unified,Los Angeles,9900 South Wadsworth Avenue,Los Angeles,CA,90002-2746,No,1,Los Angeles CO Land Type 2011
184,Active,No,Traditional,Elementary,K-5,Public,Westminster Avenue Elementary,Los Angeles Unified,Los Angeles,1010 Abbott Kinney Boulevard,Venice,CA,90291,No,1,Los Angeles CO Land Type 2011
185,Active,No,Traditional,Elementary,K-5,Public,Western Avenue Elementary,Los Angeles Unified,Los Angeles,1724 West 53rd Street,Los Angeles,CA,90062-2718,No,1,Los Angeles CO Land Type 2011
186,Active,No,Traditional,Elementary,K-5,Public,Bryson Avenue Elementary,Los Angeles Unified,Los Angeles,4470 Missouri Avenue,South Gate,CA,90280-5057,No,1,Los Angeles CO Land Type 2011
187,Active,No,Traditional,Elementary,K-5,Public,Gulf Avenue Elementary,Los Angeles Unified,Los Angeles,828 West L Street,Wilmington,CA,90744-3310,No,1,Los Angeles CO Land Type 2011
188,Active,No,Traditional,Elementary,K-6,Public,Richland Avenue Elementary,Los Angeles Unified,Los Angeles,11562 Richland Avenue,Los Angeles,CA,90064-3733,No,1,Los Angeles CO Land Type 2011
189,Active,No,Traditional,Elementary,K-5,Public,Two Hundred Thirty-Second Place,Los Angeles Unified,Los Angeles,23240 Archibald Avenue,Carson,CA,90745-5117,No,1,Los Angeles CO Land Type 2011
190,Active,No,Traditional,Elementary,K-5,Public,Raymond Avenue Elementary,Los Angeles Unified,Los Angeles,7511 Raymond Avenue,Los Angeles,CA,90044-2430,Yes,3,Los Angeles CO Land Type 2011
191,Active,No,Traditional,Elementary,K-5,Public,Nora Sterry Elementary,Los Angeles Unified,Los Angeles,1730 Corinth Avenue,Los Angeles,CA,90025-4211,No,1,Los Angeles CO Land Type 2011
192,Active,No,Traditional,Elementary,K-6,Public,Sixty-Sixth Street Elementary,Los Angeles Unified,Los Angeles,6600 South San Pedro Street,Los Angeles,CA,90003-1938,No,1,Los Angeles CO Land Type 2011
193,Active,No,Traditional,Elementary,K-5,Public,Carson Street Elementary,Los Angeles Unified,Los Angeles,161 East Carson Street,Carson,CA,90745-2772,No,1,Los Angeles CO Land Type 2011
194,Active,No,Traditional,Elementary,K-5,Public,Fries Avenue Elementary,Los Angeles Unified,Los Angeles,1301 Fries Avenue,Wilmington,CA,90744-2510,No,1,Los Angeles CO Land Type 2011
195,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Charles Maclay Middle,Los Angeles Unified,Los Angeles,12540 Pierce Avenue,Pacoima,CA,91331-1701,Yes,2,Los Angeles CO Land Type 2011
196,Active,No,Traditional,Elementary,K-5,Public,Telfair Avenue Elementary,Los Angeles Unified,Los Angeles,10975 Telfair Avenue,Pacoima,CA,91331-2821,No,1,Los Angeles CO Land Type 2011
197,Active,No,Traditional,Elementary,K-5,Public,O'Melveny Elementary,Los Angeles Unified,Los Angeles,728 Woodworth Street,San Fernando,CA,91340-4219,No,1,Los Angeles CO Land Type 2011
198,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,San Fernando Middle,Los Angeles Unified,Los Angeles,130 North Brand Boulevard,San Fernando,CA,91340-2996,Yes,2,Los Angeles CO Land Type 2011
199,Active,No,Traditional,Elementary,K-5,Public,Osceola Street Elementary,Los Angeles Unified,Los Angeles,14940 Osceola Street,Sylmar,CA,91342-5280,No,1,Los Angeles CO Land Type 2011
200,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Olive Vista Middle,Los Angeles Unified,Los Angeles,14600 Tyler Street,Sylmar,CA,91342-2826,No,1,Los Angeles CO Land Type 2011
201,Active,No,Traditional,Elementary,K-5,Public,San Fernando Elementary,Los Angeles Unified,Los Angeles,1130 Mott Street,San Fernando,CA,91340-4126,No,1,Los Angeles CO Land Type 2011
202,Active,No,Traditional,Elementary,K-5,Public,Sylmar Elementary,Los Angeles Unified,Los Angeles,13291 Phillippi Avenue,Sylmar,CA,91342-2810,No,1,Los Angeles CO Land Type 2011
203,Active,No,Traditional,Elementary,K-5,Public,El Dorado Avenue Elementary,Los Angeles Unified,Los Angeles,12749 El Dorado Avenue,Sylmar,CA,91342-3704,No,1,Los Angeles CO Land Type 2011
204,Active,Yes,Traditional,Elementary,K-5,Public,Knollwood Preparatory Academy,Los Angeles Unified,Los Angeles,11822 Gerald Avenue,Granada Hills,CA,91344-2849,No,1,Los Angeles CO Land Type 2011
205,Active,No,Traditional,Elementary,K-5,Public,Tulsa Street Elementary,Los Angeles Unified,Los Angeles,10900 Hayvenhurst Avenue,Granada Hills,CA,91344-5121,No,1,Los Angeles CO Land Type 2011
206,Active,No,Traditional,Elementary,K-5,Public,Haskell Elementary,Los Angeles Unified,Los Angeles,15850 Tulsa Street,Granada Hills,CA,91344-5525,No,1,Los Angeles CO Land Type 2011
207,Active,No,Traditional,Elementary,K-5,Public,Arminta Street Elementary,Los Angeles Unified,Los Angeles,11530 Strathern Street,North Hollywood,CA,91605-1619,No,1,Los Angeles CO Land Type 2011
208,Active,No,Traditional,Elementary,K-5,Public,Glenwood Elementary,Los Angeles Unified,Los Angeles,8001 Ledge Avenue,Sun Valley,CA,91352-4143,No,1,Los Angeles CO Land Type 2011
209,Active,No,Traditional,Elementary,K-5,Public,Toluca Lake Elementary,Los Angeles Unified,Los Angeles,4840 Cahuenga Boulevard,North Hollywood,CA,91601-4799,No,1,Los Angeles CO Land Type 2011
210,Active,No,Traditional,Elementary,K-5,Public,Fair Avenue Elementary,Los Angeles Unified,Los Angeles,6501 Fair Avenue,North Hollywood,CA,91606-2603,No,1,Los Angeles CO Land Type 2011
211,Active,No,Traditional,Elementary,K-5,Public,Oxnard Street Elementary,Los Angeles Unified,Los Angeles,10912 Oxnard Street,North Hollywood,CA,91606-4910,No,1,Los Angeles CO Land Type 2011
212,Active,No,Traditional,Elementary,K-5,Public,Victory Boulevard Elementary,Los Angeles Unified,Los Angeles,6315 Radford Avenue,North Hollywood,CA,91606-3316,No,1,Los Angeles CO Land Type 2011
213,Active,No,Traditional,Elementary,K-5,Public,Sharp Avenue Elementary,Los Angeles Unified,Los Angeles,13800 Pierce Street,Arleta,CA,91331-4530,No,1,Los Angeles CO Land Type 2011
214,Active,Yes,Traditional,Elementary,K-5,Public,Chandler Learning Academy,Los Angeles Unified,Los Angeles,14030 Weddington Street,Van Nuys,CA,91401-5753,No,1,Los Angeles CO Land Type 2011
215,Active,No,Traditional,Elementary,K-5,Public,Sylvan Park Elementary,Los Angeles Unified,Los Angeles,6238 Noble Avenue,Van Nuys,CA,91411-2026,No,1,Los Angeles CO Land Type 2011
216,Active,No,Traditional,Elementary,K-5,Public,Beachy Avenue Elementary,Los Angeles Unified,Los Angeles,9757 Beachy Avenue,Arleta,CA,91331-5306,No,1,Los Angeles CO Land Type 2011
217,Active,No,Traditional,Elementary,K-5,Public,Liggett Street Elementary,Los Angeles Unified,Los Angeles,9373 Moonbeam Avenue,Panorama City,CA,91402-1302,No,1,Los Angeles CO Land Type 2011
218,Active,No,Traditional,Elementary,K-5,Public,Canterbury Avenue Elementary,Los Angeles Unified,Los Angeles,13670 Montague Street,Pacomia,CA,91331-6129,No,1,Los Angeles CO Land Type 2011
219,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,James Madison Middle,Los Angeles Unified,Los Angeles,13000 Hart Street,North Hollywood,CA,91605-4801,No,1,Los Angeles CO Land Type 2011
220,Active,No,Traditional,Elementary,K-5,Public,Langdon Avenue Elementary,Los Angeles Unified,Los Angeles,8817 Langdon Avenue,North Hills,CA,91343,No,1,Los Angeles CO Land Type 2011
221,Active,No,Traditional,Elementary,K-5,Public,Hazeltine Avenue Elementary,Los Angeles Unified,Los Angeles,7150 Hazeltine Avenue,Van Nuys,CA,91405-3244,No,1,Los Angeles CO Land Type 2011
222,Active,No,Traditional,Elementary,K-5,Public,Erwin Elementary,Los Angeles Unified,Los Angeles,13400 Erwin Street,Van Nuys,CA,91401-3014,No,1,Los Angeles CO Land Type 2011
223,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,John A. Sutter Middle,Los Angeles Unified,Los Angeles,7330 Winnetka Avenue,Canoga Park,CA,91306-2905,Yes,2,Los Angeles CO Land Type 2011
224,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Christopher Columbus Middle,Los Angeles Unified,Los Angeles,22250 Elkwood Street,Canoga Park,CA,91304-5501,Yes,3,Los Angeles CO Land Type 2011
225,Active,Yes,Traditional,Elementary,K-5,Public,Justice Street Academy Charter,Los Angeles Unified,Los Angeles,23350 Justice Street,West Hills,CA,91304-4402,No,1,Los Angeles CO Land Type 2011
226,Active,No,Traditional,Elementary,K-5,Public,Cantara Street Elementary,Los Angeles Unified,Los Angeles,17950 Cantara Street,Reseda,CA,91335-1408,No,1,Los Angeles CO Land Type 2011
227,Active,No,Traditional,Elementary,K-5,Public,Reseda Elementary,Los Angeles Unified,Los Angeles,7265 Amigo Avenue,Reseda,CA,91335-3035,No,1,Los Angeles CO Land Type 2011
228,Active,No,Traditional,Elementary,K-5,Public,Lemay Street Elementary,Los Angeles Unified,Los Angeles,17520 Vanowen Street,Van Nuys,CA,91406-4314,No,1,Los Angeles CO Land Type 2011
229,Active,Yes,Traditional,Elementary,K-5,Public,Welby Way Elementary Charter,Los Angeles Unified,Los Angeles,23456 Welby Way,West Hills,CA,91307-3328,No,1,Los Angeles CO Land Type 2011
230,Active,No,Traditional,Elementary,K-5,Public,Anatola Avenue Elementary,Los Angeles Unified,Los Angeles,7364 Anatola Avenue,Van Nuys,CA,91406-2350,No,1,Los Angeles CO Land Type 2011
231,Active,No,Traditional,Elementary,K-5,Public,Nevada Avenue Elementary,Los Angeles Unified,Los Angeles,22120 Chase Street,West Hills,CA,91304-2307,No,1,Los Angeles CO Land Type 2011
232,Active,No,Traditional,Elementary,K-5,Public,Sunny Brae Avenue Elementary,Los Angeles Unified,Los Angeles,20620 Arminta Street,Winnetka,CA,91306-2109,No,1,Los Angeles CO Land Type 2011
233,Active,Yes,Traditional,Elementary,K-5,Public,Calahan Community Charter,Los Angeles Unified,Los Angeles,18722 Knapp Street,Northridge,CA,91324-3027,No,1,Los Angeles CO Land Type 2011
234,Active,No,Traditional,Elementary,K-5,Public,Bertrand Avenue Elementary,Los Angeles Unified,Los Angeles,7021 Bertrand Avenue,Reseda,CA,91335-4711,No,1,Los Angeles CO Land Type 2011
235,Active,No,Traditional,Elementary,K-5,Public,Bassett Street Elementary,Los Angeles Unified,Los Angeles,15756 Bassett Street,Van Nuys,CA,91406-5007,No,1,Los Angeles CO Land Type 2011
236,Active,No,Traditional,Elementary,K-5,Public,Gledhill Street Elementary,Los Angeles Unified,Los Angeles,16030 Gledhill Street,North Hills,CA,91343-2917,No,1,Los Angeles CO Land Type 2011
237,Active,No,Traditional,Elementary,K-5,Public,Cohasset Street Elementary,Los Angeles Unified,Los Angeles,15810 Saticoy Street,Van Nuys,CA,91406-3128,No,1,Los Angeles CO Land Type 2011
238,Active,No,Traditional,Elementary,K-5,Public,Chatsworth Park Elementary,Los Angeles Unified,Los Angeles,22005 Devonshire Street,Chatsworth,CA,91311-2841,No,1,Los Angeles CO Land Type 2011
239,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Northridge Middle,Los Angeles Unified,Los Angeles,17960 Chase Street,Northridge,CA,91325-3811,No,1,Los Angeles CO Land Type 2011
240,Active,No,Traditional,Elementary,K-5,Public,Stagg Street Elementary,Los Angeles Unified,Los Angeles,7839 Amestoy Avenue,Van Nuys,CA,91406-1602,No,1,Los Angeles CO Land Type 2011
241,Active,No,Traditional,Elementary,K-5,Public,Gault Street Elementary,Los Angeles Unified,Los Angeles,17000 Gault Street,Van Nuys,CA,91406-3607,No,1,Los Angeles CO Land Type 2011
